No,ID,ASAS_ID_V,ASAS_ID_I,2MASS_ID,RAd,DEC,V,I,V-I,J,J-H,H-K,Type,Period,V_amp,I_amp
831,195342+4758.5,195342+4758.5,195342+4758.5,19534239+4758272,298.42666,47.97423,11.105,10.668,0.437,10.388,0.163,0.053,PER,0.0962781,0.04,0.02
832,195345+4153.9,195345+4153.9,195346+4153.9,19534540+4153526,298.43919,41.89796,15.072,10.076,4.996,7.505,0.993,0.382,APER,N/A,1.18,0.32
833,195348+4711.8,195348+4711.8,noID,19534793+4711434,298.44972,47.1954,13.807,99.999,99.999,8.179,0.891,0.5,MIRA,299,1.85,99.99
834,195353+4546.0,noID,195353+4546.0,BLEND,298.4708,45.7667,99.999,11.289,99.999,99.999,99.999,99.999,QPER,344,99.99,2.28
835,195400+4215.7,195400+4215.7,195400+4215.7,19535991+4215443,298.49963,42.26233,11.672,9.308,2.364,7.767,0.933,0.248,QPER,35.9,0.34,0.17
836,195408+4040.8,195408+4040.8,195408+4040.7,19540783+4040419,298.53264,40.67832,14.624,9.903,4.721,7.331,0.965,0.39,QPER,214,1.44,0.69
837,195409+4147.3,195409+4147.3,195409+4147.4,19540915+4147223,298.53813,41.78953,12.369,9.285,3.084,7.415,1.001,0.343,QPER,65.8,0.47,0.18
838,195411+4715.1,195411+4715.1,195411+4715.2,BLEND,298.5458,47.2525,11.674,10.316,1.358,99.999,99.999,99.999,EA,5.139,0.15,0.11
839,195413+4060.0,195413+4060.0,195413+4060.0,19541304+4059583,298.55435,40.99955,14.172,9.793,4.379,7.565,0.958,0.411,QPER,268,1.65,0.43
840,195422+4709.6,195422+4709.6,195421+4709.7,19542081+4709404,298.58674,47.16122,13.337,10.322,3.015,8.206,0.947,0.359,QPER,83,0.44,0.28
841,195423+4104.8,195423+4104.8,195423+4104.8,19542341+4104459,298.59756,41.07942,11.42,7.715,3.705,5.304,0.813,0.353,QPER,77.6,0.91,0.7
842,195427+4749.3,195427+4749.3,195428+4749.4,19542742+4749212,298.61426,47.82257,13.359,11.111,2.248,9.625,0.856,0.28,QPER,31.59,0.51,0.22
843,195427+4204.3,195427+4204.3,195427+4204.4,19542761+4204211,298.61508,42.07254,15.363,11.575,3.788,9.533,0.924,0.374,QPER,82.1,1.65,0.6
844,195438+4355.8,195438+4355.8,195438+4355.8,19543817+4355485,298.65905,43.93015,15.562,10.642,4.92,8.471,1.013,0.377,APER,N/A,1.84,0.64
845,195440+4844.7,195440+4844.7,195440+4844.7,BLEND,298.6667,48.745,12.494,11.786,0.708,99.999,99.999,99.999,EW,0.52968,0.35,0.18
846,195444+4002.1,195444+4002.1,195444+4002.0,19544352+4002053,298.68136,40.03481,13.001,9.205,3.796,6.923,0.948,0.387,QPER,96.5,0.79,0.26
847,195447+4827.2,195447+4827.2,195447+4827.2,19544700+4827102,298.69584,48.45285,11.154,8.365,2.789,6.687,0.923,0.312,QPER,60,0.47,0.19
848,195447+4731.7,195447+4731.7,195447+4731.7,19544717+4731420,298.69658,47.52836,14.197,10.548,3.649,8.65,1.032,0.337,QPER,45.79,1.03,0.14
849,195450+4000.7,noID,195450+4000.7,19544973+4000399,298.70722,40.01111,99.999,12.121,99.999,9.619,1.028,0.442,QPER,110,99.99,0.56
850,195451+4753.8,195451+4753.8,195451+4753.8,19545075+4753487,298.71146,47.89686,13.086,8.628,4.458,6.046,0.949,0.415,QPER,84.8,0.93,0.36
851,195452+4358.0,195452+4358.0,195452+4358.0,19545187+4358024,298.71614,43.96736,14.478,11.076,3.402,9.027,0.977,0.367,QPER,42.22,0.98,0.31
852,195452+4437.5,noID,195452+4437.5,19545245+4437290,298.71855,44.62474,99.999,12.814,99.999,10.492,0.991,0.356,QPER,78,99.99,0.49
853,195454+4050.1,195454+4050.1,195454+4050.1,19545366+4050027,298.7236,40.83411,11.34,8.251,3.089,6.414,0.94,0.345,QPER,41.64,0.3,0.12
854,195500+4434.4,195500+4434.4,195500+4434.4,19550000+4434211,298.75,44.57254,11.923,10.551,1.372,9.542,0.654,0.102,QPER,55.8,0.28,0.26
855,195503+4055.3,195503+4055.3,195503+4055.3,19550300+4055195,298.76252,40.92209,12.007,11.03,0.977,10.44,0.424,0.125,PER,0.71928,0.08,0.06
856,195503+4030.1,195503+4030.1,195504+4030.0,19550339+4029563,298.76414,40.49898,13.108,10.692,2.416,9.161,0.95,0.333,QPER,85.4,0.38,0.21
857,195508+4126.2,195508+4126.2,195508+4126.2,19550821+4126120,298.78422,41.43667,12.726,8.366,4.36,5.785,99.999,99.999,APER,N/A,0.61,0.18
858,195519+4132.2,195519+4132.2,195519+4132.3,19551952+4132222,298.83137,41.53951,15.556,10.385,5.171,7.487,0.974,0.451,APER,N/A,1.84,0.41
859,195522+4441.1,noID,195522+4441.1,19552213+4441134,298.84222,44.68706,99.999,10.633,99.999,7.692,1.035,0.402,QPER,254,99.99,1.07
860,195525+4326.1,195525+4326.1,195525+4326.1,19552496+4326058,298.85403,43.43496,11.884,11.589,0.295,11.303,0.09,0.084,EB/EA,0.88513,0.53,0.53
861,195531+4108.2,195531+4108.2,195531+4108.2,19553082+4108125,298.87844,41.13681,14.368,11.374,2.994,9.508,1.28,0.672,APER,N/A,1.37,0.36
862,195531+4440.9,195531+4440.9,195531+4440.9,19553102+4440542,298.87928,44.68174,12.568,9.927,2.641,8.277,1.022,0.264,QPER,20.52,0.26,0.14
863,195531+4413.8,195531+4413.8,195531+4413.8,19553107+4413477,298.87948,44.22994,12.653,10.001,2.652,8.35,0.991,0.25,QPER,22.9,0.2,0.14
864,195533+4119.2,195533+4119.2,195533+4119.2,19553302+4119110,298.88762,41.31972,13.587,10.089,3.498,8.091,0.966,0.35,QPER,40.51,0.56,0.15
865,195534+4009.6,noID,195534+4009.6,19553344+4009329,298.88937,40.15915,99.999,11.454,99.999,9.146,1.025,0.356,QPER,130.6,99.99,0.98
866,195541+4328.3,noID,195541+4328.3,19554071+4328182,298.91966,43.47174,99.999,11.118,99.999,8.988,1.028,0.343,QPER,78.5,99.99,0.45
867,195544+4517.9,195544+4517.9,195544+4517.8,19554423+4517515,298.9343,45.29767,13.261,12.499,0.762,12.025,0.188,0.088,EW/PER,0.65326,0.33,0.31
868,195547+4822.0,195547+4822.0,195547+4822.0,19554659+4822010,298.94414,48.36695,13.791,10.493,3.298,8.511,0.954,0.339,QPER,37.18,0.73,0.33
869,195548+4353.0,195548+4353.0,195547+4353.0,19554729+4352593,298.94707,43.88315,14.165,13.459,0.706,12.911,0.245,0.134,EW/PER,0.279885,0.54,0.78
870,195548+4813.7,195548+4813.7,195548+4813.6,19554786+4813408,298.94946,48.22802,12.461,9.003,3.458,6.985,0.913,0.345,QPER,75.3,0.63,0.27
871,195551+4817.1,195551+4817.1,195551+4817.1,19555052+4817060,298.96054,48.285,14.05,10.144,3.906,8.075,0.99,0.321,QPER,121.2,1.2,0.32
872,195551+4019.6,195551+4019.6,195551+4019.7,19555115+4019419,298.96314,40.32832,12.253,9.657,2.596,7.908,0.942,0.353,QPER,25.41,0.28,0.15
873,195554+4358.8,195554+4358.8,195554+4358.8,19555402+4358490,298.97512,43.9803,13.827,10.536,3.291,8.387,1.009,0.311,QPER,96.1,0.87,0.57
874,195605+4713.2,195605+4713.2,195605+4713.2,19560480+4713138,299.02001,47.22052,11.987,11.374,0.613,11.067,0.198,0.058,EW,0.62873,0.31,0.3
875,195609+4029.7,195609+4029.7,195608+4029.7,19560850+4029446,299.03545,40.49575,13.722,10.105,3.617,8.089,0.931,0.327,QPER,85.9,0.82,0.26
876,195610+4639.7,195610+4639.7,195610+4639.7,19560973+4639401,299.04055,46.66116,11.4,10.749,0.651,10.261,0.19,0.074,EA,2.1639,0.3,0.24
877,195611+4408.2,195611+4408.2,195611+4408.1,19561063+4408087,299.04432,44.13575,14.04,11.034,3.006,9.267,1.078,0.333,APER,N/A,0.61,0.24
878,195611+4521.0,195611+4521.0,195610+4520.9,19561089+4520589,299.0454,45.34971,14.404,11.29,3.114,8.065,1.006,0.561,MIRA,290,1.57,2.4
879,195615+4810.7,195615+4810.7,195613+4810.6,19561295+4810373,299.054,48.17704,13.061,10.168,2.893,8.061,0.911,0.422,QPER,29.84,0.34,0.24
880,195625+4555.0,195625+4555.0,195625+4555.0,19562478+4555018,299.10325,45.91717,13.104,9.978,3.126,8.123,0.968,0.37,QPER,62.5,0.76,0.18
881,195631+4149.7,195631+4149.7,195631+4149.6,19563075+4149418,299.12816,41.8283,13.279,12.217,1.062,11.293,0.466,0.104,EW,0.297228,0.68,0.76
882,195635+4337.4,195635+4337.4,195635+4337.4,19563518+4337268,299.14659,43.62412,13.174,11.046,2.128,11.345,0.611,0.141,APER,N/A,0.31,5.32
883,195636+4407.1,195636+4407.1,195636+4407.1,19563588+4407058,299.1495,44.11829,13.685,12.851,0.834,12.423,0.269,0.065,EW,0.51507,0.65,0.55
884,195639+4023.5,195639+4023.5,195639+4023.5,19563852+4023269,299.16051,40.39082,11.7,7.593,4.107,4.496,0.979,0.485,APER,N/A,1.27,0.67
885,195639+4418.3,195639+4418.3,195639+4418.3,19563936+4418158,299.16403,44.3044,14.197,9.895,4.302,7.466,1.112,0.4,APER,N/A,0.66,0.28
886,195642+4508.4,195642+4508.4,195642+4508.4,19564251+4508264,299.17713,45.14069,14.754,10.552,4.202,8.086,1.092,0.407,QPER,31.58,0.97,0.19
887,195642+4346.0,195642+4346.0,195642+4346.0,19564261+4345597,299.17758,43.76659,14.154,10.966,3.188,8.991,1.025,0.371,QPER,55.8,0.81,0.28
888,195643+4519.2,195643+4519.2,195643+4519.1,19564325+4519077,299.18023,45.31882,14.166,9.847,4.319,7.409,1.055,0.407,APER,N/A,0.78,0.29
889,195643+4448.7,195643+4448.7,195643+4448.7,19564361+4448444,299.18173,44.81234,13.085,10.225,2.86,8.466,0.998,0.306,APER,N/A,0.35,0.2
890,195656+4435.4,noID,195656+4435.4,19565613+4435256,299.23389,44.59047,99.999,11.961,99.999,8.569,0.948,0.496,MIRA,304,99.99,3.25
891,195700+4345.1,195700+4345.1,195700+4345.1,19565974+4345083,299.24894,43.75232,9.973,9.24,0.733,8.789,0.282,0.088,PER,0.424935,0.04,0.02
892,195705+4018.8,noID,195705+4018.8,19570495+4018535,299.27066,40.31487,99.999,11.402,99.999,8.127,0.921,0.616,APER/MIRA,N/A,99.99,2.88
893,195712+4415.7,195712+4415.7,noID,19571249+4415399,299.30208,44.26109,8.497,99.999,99.999,3.399,1.196,0.697,APER,N/A,0.6,99.99
894,195712+4042.1,195712+4042.1,195712+4042.1,19571267+4042058,299.30283,40.70163,15.437,12.176,3.261,10.248,1.009,0.306,APER,N/A,0.83,0.58
895,195721+4458.8,195721+4458.8,195721+4458.7,19572181+4458483,299.3409,44.9801,12.677,8.042,4.635,5.128,1.067,0.494,QPER,94.7,0.42,0.32
896,195725+4038.1,195725+4038.1,195725+4038.1,19572477+4038084,299.35323,40.63568,9.818,9.729,0.089,9.834,-0.071,0.006,PER,1.7015,0.02,0.03
897,195743+4642.1,195743+4642.1,195742+4642.0,19574244+4642006,299.42685,46.70018,13.9,12.838,1.062,12.007,0.263,0.134,EA,1.8881,0.42,0.45
898,195743+4657.0,195743+4657.0,195743+4657.0,19574298+4657002,299.42911,46.95008,13.557,12.734,0.823,12.206,0.303,0.078,PER,0.0544329,0.12,0.03
899,195745+4457.1,195745+4457.1,195745+4457.1,19574511+4457066,299.43799,44.95186,13.351,8.583,4.768,6.081,1.032,0.325,QPER,108.5,0.68,0.46
900,195751+4512.7,195751+4512.7,noID,BLEND,299.4625,45.2117,10.073,99.999,99.999,99.999,99.999,99.999,PER/EW,0.175137,0.13,99.99
901,195751+4737.8,195751+4737.8,195751+4737.7,19575133+4737459,299.46391,47.62944,13.115,10.236,2.879,8.501,0.946,0.27,QPER,21.78,0.26,0.15
902,195752+4523.1,195752+4523.1,195752+4523.1,BLEND,299.4667,45.385,10.94,7.816,3.124,99.999,99.999,99.999,QPER,34.52,0.17,0.1
903,195752+4656.9,195752+4656.9,195752+4656.9,19575225+4656525,299.46774,46.94793,13.986,9.474,4.512,5.933,0.901,99.999,MIRA,290,3.02,2.07
904,195807+4656.2,195807+4656.2,195808+4656.0,19580771+4656006,299.53214,46.93352,14.595,11.788,2.807,9.143,0.938,0.417,APER,N/A,1.2,1.58
905,195828+4727.5,195828+4727.5,195828+4727.5,19582786+4727311,299.6161,47.45866,12.703,9.171,3.532,7.348,1.002,0.325,QPER,66.8,1.71,0.44
906,195829+4706.2,195829+4706.2,195828+4706.2,19582834+4706100,299.61811,47.1028,14.061,10.568,3.493,7.976,0.862,0.529,MIRA,217,3.24,2.59
907,195837+4401.7,195837+4401.7,195837+4401.6,19583682+4401382,299.65345,44.02729,12.922,10.341,2.581,8.596,0.992,0.328,QPER,19.49,0.37,0.3
908,195844+4353.5,195844+4353.5,195844+4353.4,19584428+4353299,299.68451,43.89165,14.445,13.269,1.176,13.143,0.326,0.149,PER/EW,0.1213371,0.35,0.1
909,195853+4054.2,195853+4054.2,195853+4054.2,19585275+4054142,299.71979,40.90396,12.039,11.386,0.653,11.002,0.234,0.021,EA,2.4046,0.09,0.17
910,195856+4514.7,195856+4514.7,195856+4514.8,19585637+4514439,299.73487,45.24553,14.869,11.209,3.66,9.001,1.114,0.365,QPER,41.41,0.65,0.5
911,195909+4031.4,195909+4031.4,195912+4031.3,19591181+4031229,299.79922,40.52305,13.458,10.615,2.843,8.563,1.055,0.333,APER,N/A,1.24,0.92
912,195927+4650.5,195927+4650.5,195927+4650.5,BLEND,299.8625,46.8417,12.235,11.53,0.705,99.999,99.999,99.999,PER,0.0862625,0.04,0.01
913,195928+4604.4,195928+4604.4,195927+4604.4,19592721+4604265,299.8634,46.07405,13.937,12.512,1.425,11.653,0.651,0.119,EA,3.3451,0.55,0.56
914,195928+4033.7,195928+4033.7,195928+4033.7,19592780+4033424,299.86585,40.5618,11.857,9.118,2.739,7.355,0.968,0.349,QPER,41.88,0.4,0.2
915,195931+4028.9,195931+4028.9,195931+4029.0,19593092+4028567,299.87887,40.48243,12.591,11.828,0.763,11.653,0.181,0.066,PER/EW,0.220824,0.14,0.1
916,195938+4435.5,195938+4435.5,195938+4435.5,19593796+4435266,299.90817,44.59074,11.605,7.958,3.647,5.861,99.999,99.999,QPER,55.2,0.54,0.19
917,195952+4042.0,195952+4042.0,195953+4042.0,19595263+4041572,299.96932,40.69924,14.146,10.709,3.437,8.115,0.985,0.412,APER,N/A,0.48,0.38
918,200002+4600.5,200002+4600.5,200003+4600.6,20000260+4600323,300.01083,46.00899,14.341,11.156,3.185,9.063,0.907,0.453,QPER,131.2,2.9,1.85
919,200007+4449.3,200007+4449.3,200007+4449.3,BLEND,300.0292,44.8217,12.552,10.766,1.786,99.999,99.999,99.999,EW/PER,0.405701,0.18,0.07
920,200010+4033.6,noID,200010+4033.6,20001034+4033359,300.04311,40.55998,99.999,12.609,99.999,9.498,1.107,0.449,APER,N/A,99.99,0.68
921,200018+4343.4,200018+4343.4,200018+4343.4,20001792+4343188,300.07471,43.72191,12.078,9.377,2.701,7.625,0.976,0.307,QPER,45.09,0.44,0.17
922,200024+4424.0,200024+4424.0,200023+4423.9,20002301+4423591,300.0959,44.39978,12.956,11.021,1.935,9.503,1.019,0.328,APER,N/A,0.45,0.36
923,200029+4351.8,noID,200029+4351.8,20002968+4351485,300.12369,43.86349,99.999,12.267,99.999,10.254,1.092,0.354,APER,N/A,99.99,0.38
924,200033+4546.0,200033+4546.0,200033+4546.1,20003274+4546042,300.13645,45.76784,13.794,10.418,3.376,8.332,0.996,0.397,APER,N/A,1.14,0.41
925,200038+4516.6,200038+4516.6,200037+4516.6,20003733+4516369,300.15556,45.27694,15.042,10.637,4.405,6.913,1.116,0.513,APER,N/A,1.04,0.57
926,200042+4548.0,200042+4548.0,200042+4548.0,20004191+4547593,300.17463,45.79982,12.45,11.726,0.724,11.603,0.187,0.048,PER,0.0982993,0.13,0.12
927,200054+4515.4,noID,200054+4515.4,20005419+4515240,300.22581,45.25668,99.999,10.701,99.999,7.83,1.002,0.446,APER,N/A,99.99,0.35
928,200108+4440.2,200108+4440.2,200108+4440.2,20010785+4440131,300.28272,44.67032,11.796,11.05,0.746,10.729,0.283,0.038,EW,0.368165,0.43,0.34
929,200108+4543.5,200108+4543.5,200108+4543.5,20010836+4543286,300.28486,45.72462,13.139,10.258,2.881,8.511,1.023,0.297,QPER,42.81,0.61,0.12
930,200110+4509.1,200110+4509.1,200110+4509.1,20011014+4509045,300.29229,45.15126,12.649,11.687,0.962,11.414,0.295,0.105,EW,1.02002,0.36,0.37
931,200111+4535.6,200111+4535.6,200110+4535.7,20011073+4535391,300.29473,45.5942,14.427,9.584,4.843,6.967,1.031,0.398,QPER,24.84,1.27,0.26
932,200116+4432.1,200116+4432.1,200116+4432.1,20011632+4432064,300.318,44.53511,11.999,11.477,0.522,11.124,0.179,0.063,RRC/EW,0.439242,0.09,0.09
933,200117+4605.9,200117+4605.9,200117+4605.8,20011716+4605492,300.32153,46.09701,15.697,12.277,3.42,10.39,1.011,0.345,APER,N/A,1.85,0.58
934,200143+4440.6,200143+4440.6,200143+4440.6,20014319+4440368,300.42997,44.67691,14.393,10.49,3.903,8.318,1.037,0.402,APER,N/A,0.94,0.23
935,200158+4420.3,200158+4420.3,200158+4420.3,20015789+4420187,300.49121,44.33855,12.745,8.352,4.393,5.844,0.944,0.449,QPER,42.58,0.67,0.34
936,200212+4553.3,noID,200212+4553.3,20021217+4553170,300.55075,45.88806,99.999,11.762,99.999,8.152,1.097,0.658,MIRA,414,99.99,3.06
937,200223+4532.0,200223+4532.0,200223+4531.8,20022374+4531475,300.59892,45.52988,13.551,10.264,3.287,7.447,1.014,0.468,APER,N/A,0.54,0.41
938,200233+4417.2,200233+4417.2,200233+4417.1,20023321+4417107,300.63839,44.28633,12.88,9.627,3.253,7.664,1.016,99.999,QPER,21.67,0.36,0.1
939,200248+4502.0,200248+4502.0,200247+4502.1,20024653+4502059,300.69391,45.03498,15.475,11.737,3.738,9.341,1.181,0.473,APER,N/A,0.84,0.41
940,200254+4357.2,200254+4357.2,200254+4357.0,20025421+4357062,300.72588,43.95174,11.714,8.623,3.091,6.733,1.023,0.344,QPER,50.1,0.36,0.2
941,200315+4356.2,noID,200315+4356.2,20031542+4356133,300.81428,43.93705,99.999,11.577,99.999,9.161,99.999,99.999,QPER,105.9,99.99,0.62
942,200337+4442.6,200337+4442.6,200336+4442.6,20033639+4442381,300.90163,44.71059,12.505,7.52,4.985,3.831,1.004,0.555,QPER,225,0.86,0.69
943,200340+4443.6,200340+4443.6,200340+4443.6,20034031+4443358,300.91799,44.72662,13.487,9.042,4.445,6.571,1.068,0.496,QPER,74.1,1.09,0.42
944,200409+4519.3,200409+4519.3,200411+4519.5,20041125+4519345,301.04689,45.32628,14.902,12.559,2.343,10.276,1.153,0.474,APER,N/A,1.04,0.56
945,200433+4421.3,noID,200433+4421.3,20043290+4421166,301.13711,44.35464,99.999,11.151,99.999,8.33,99.999,99.999,APER,N/A,99.99,0.68
946,200524+4411.3,200524+4411.3,200523+4411.4,BLEND,301.3479,44.1892,12.515,11.766,0.749,99.999,99.999,99.999,EW,0.77996,0.36,0.27
947,200626+4432.1,noID,200626+4432.1,20062584+4432080,301.60768,44.53558,99.999,11.833,99.999,9.216,1.183,0.406,APER,N/A,99.99,0.35
