PST_Number,PST_ID,PST_STARTDATE,PST_ENDDATE,PST_Compete_total_percent,PST_SCHOOL,PST_INSTR,PST_INSTR_PCC,PST_PCCCRS,PST_Q31,PST_Q31CF,PST_Q15,PST_Q15CF,PST_Q32,PST_Q32CF,PST_Q12,PST_Q12CF,PST_Q13,PST_Q13CF,PST_Q14,PST_Q14CF,PST_Q5,PST_Q5CF,PST_Q6,PST_Q6CF,PST_Q7,PST_Q7CF,PST_Q26,PST_Q26CF,PST_Q27,PST_Q27CF,PST_Q23,PST_Q23CF,PST_Q29,PST_Q29CF,PST_Q30,PST_Q30CF,PST_Q10,PST_Q10CF,PST_Q11,PST_Q11CF,PST_Q28,PST_Q28CF,PST_Q19,PST_Q19CF,POLL_TEXT,PST_Q20,PST_Q20CF,PST_Q21,PST_Q21CF,PST_Q33,PST_Q33CF,PST_Q34,PST_Q34CF,PST_Q35,PST_Q35CF,PST_Q3,PST_Q3CF,PST_Q16,PST_Q16CF,PST_DIFF,PST_FREQEN,PST_CALC,PST_DAILYM,PST_DAILYG,PST_ATT_1,PST_ATT_2,PST_ATT_3,PST_ATT_4,PST_LK1,PST_LK2,PST_LK3,PST_LK4,PST_LK5,PST_LK6,PST_LK7,PST_LK8,PST_LK9,PST_LK10,PST_MOREMT,PST_MORESC,PST_SKEMPH_1,PST_SKEMPH_2,PST_SKEMPH_3,PST_SKEMPH_4,PST_SKEMPH_5,PST_SKEMPH_6,PST_SKEMPH_7,PST_SKEMPH_8,PST_SKEMPH_9,PST_SKEMPH_10,PST_SKEMPH_11,PST_SKEMPH_12,PST_SKHOW_1,PST_SKHOW_2,PST_SKHOW_3,PST_SKHOW_4,PST_SKHOW_5,PST_SKHOW_6,PST_SKHOW_7,PST_SKHOW_8,PST_SKHOW_10,PST_SKHOW_11,PST_SKHOW_11_TEXT,PST_SKHOW_12,PST_PROF_1,PST_PROF_2,PST_PROF_3,PST_PROF_4,PST_PROF_5,PST_PROF_6,PST_PROF_7,PST_PROF_8,PST_PROF_9,PST_PROF_10,PST_PROF_11,PST_SKCHNG_1,PST_SKCHNG_2,PST_SKCHNG_3,PST_SKCHNG_4,PST_SKCHNG_5,PST_SKCHNG_6,PST_SKCHNG_7,PST_SKCHNG_8,PST_SKCHNG_9,PST_SKCHNG_10,PST_SKCHNG_11,PST_EFFORT,LocationLatitude,LocationLongitude,LocationAccuracy,PST_INSTR_STANFORD,PST_INSTR_AUSTINCC,PST_INSTR_UIUC,PST_INSTR_USF,PST_INSTR_VASSAR,PST_Q31_complete,PST_Q15_complete,PST_Q32_complete,PST_Q12_complete,PST_Q13_complete,PST_Q14_complete,PST_Q5_complete,PST_Q6_complete,PST_Q7_complete,PST_Q26_complete,PST_Q27_complete,PST_Q23_complete,PST_Q29_complete,PST_Q30_complete,PST_Q10_complete,PST_Q11_complete,PST_Q28_complete,PST_Q19_complete,PST_Q20_complete,PST_Q21_complete,PST_Q33_complete,PST_Q34_complete,PST_Q35_complete,PST_Q3_complete,PST_Q16_complete,PST_Q31_scored,PST_Q15_scored,PST_Q32_scored,PST_Q12_scored,PST_Q13_scored,PST_Q14_scored,PST_Q5_scored,PST_Q6_scored,PST_Q7_scored,PST_Q26_scored,PST_Q27_scored,PST_Q23_scored,PST_Q29_scored,PST_Q30_scored,PST_Q10_scored,PST_Q11_scored,PST_Q28_scored,PST_Q19_scored,PST_Q20_scored,PST_Q21_scored,PST_Q33_scored,PST_Q34_scored,PST_Q35_scored,PST_Q3_scored,PST_Q16_scored,PST_SCORE,PST_GR_Total,PST_GR_Mean,PST_TR_Total,PST_TR_Mean,PST_AR_Total,PST_AR_Mean,PST_PR_Total,PST_PR_Mean,PST_ES_Total,PST_ES_Mean,PST_PC_Total,PST_PC_Mean,PST_SP_Total,PST_SP_Mean,PST_AV_Total,PST_AV_Mean,PST_ER_Total,PST_ER_Mean,PST_UD_Total,PST_UD_Mean,PST_CF_Total,PST_CF_Mean
22,Student 22,5/4/16,5/4/16,1,9,999,999,999,3,2,3,2,2,4,5,2,1,2,3,3,2,2,3,2,3,4,2,2,3,2,3,4,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,4,2,3,2,2,2,2,2,2,1,1,2,1,4,2,3,4,2,2,2,2,2,4,4,4,4,2,4,4,999,1,999,999,999,999,999,999,999,999,999,999,1,999,999,1,999,999,999,999,999,999,999,999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30.23120117,-97.71700287,-1,999,2,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,15,1,0.2,2,0.666666667,15,0.714285714,8,0.666666667,2,0.5,2,0.4,2,0.285714286,5,1,0,0,4,0.8,57,2.28
23,Student 23,5/4/16,5/4/16,1,9,999,999,999,3,2,3,2,4,2,3,2,2,2,4,2,2,2,3,2,1,2,2,2,3,2,4,2,3,2,5,4,2,2,1,2,4,2,2,2,1,3,2,1,2,3,2,4,2,3,2,2,2,2,2,4,2,3,2,2,3,3,3,3,2,2,1,2,3,2,3,3,3,3,3,3,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,999,3,3,30.36599731,-97.64369965,-1,999,2,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,21,4,0.8,3,1,18,0.857142857,10,0.833333333,4,1,4,0.8,4,0.571428571,5,1,2,0.5,4,0.8,52,2.08
24,Student 24,5/4/16,5/4/16,1,9,999,999,999,3,1,3,1,4,1,2,1,2,4,4,2,2,1,3,1,4,2,2,1,3,1,2,2,3,1,1,1,2,1,1,1,2,1,2,1,1,4,1,1,1,3,1,4,1,1,1,2,1,2,1,1,5,2,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,999,1,999,999,999,999,999,999,999,999,999,999,1,1,999,999,999,1,999,999,999,999,999,999,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,30.65350342,-97.58280182,-1,999,2,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,22,4,0.8,2,0.666666667,19,0.904761905,9,0.75,3,0.75,5,1,6,0.857142857,5,1,4,1,4,0.8,31,1.24
25,Student 25,5/4/16,5/4/16,1,1,20,999,999,3,1,2,1,4,1,3,1,2,1,2,3,2,1,3,1,4,3,2,1,1,3,3,3,1,3,2,4,2,1,2,3,2,4,3,3,1,4,1,1,2,1,2,2,4,1,4,2,4,2,4,3,1,5,3,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,1,3,1,1,999,999,999,999,999,999,999,999,999,999,1,999,999,1,999,999,999,999,999,999,999,999,2,2,2,2,2,2,1,4,2,2,2,2,3,4,4,4,4,4,4,4,3,3,3,33.44400024,-112.1302032,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,14,1,0.2,1,0.333333333,12,0.571428571,6,0.5,2,0.5,4,0.8,3,0.428571429,2,0.4,2,0.5,4,0.8,59,2.36
26,Student 26,5/4/16,5/4/16,1,1,15,999,999,3,4,2,4,2,4,4,4,2,4,3,4,4,4,2,4,1,4,2,4,2,4,2,4,3,4,2,4,4,999,2,4,1,4,1,4,1,3,4,2,4,2,2,5,4,3,4,3,4,1,4,5,1,5,3,2,4,4,4,4,4,4,2,3,4,4,4,4,4,4,3,3,1,999,1,999,999,1,999,999,1,999,999,999,1,1,1,1,999,999,999,999,999,999,999,999,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,32.22169495,-110.9264984,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0.2,1,0.333333333,3,0.142857143,1,0.083333333,0,0,0,0,1,0.142857143,1,0.2,1,0.25,2,0.4,999,3.916666667
27,Student 27,5/4/16,5/4/16,1,9,999,999,999,3,1,3,1,2,3,4,2,1,2,3,2,1,1,2,3,3,3,2,3,2,2,1,2,3,1,1,2,2,1,1,1,4,2,2,2,1,2,3,1,2,1,1,4,1,3,3,3,2,3,3,2,5,5,3,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,3,999,1,1,1,1,1,1,1,1,1,1,999,1,1,1,1,1,1,1,1,1,999,999,999,5,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,30.24139404,-97.76869965,-1,999,2,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,11,3,0.6,1,0.333333333,9,0.428571429,4,0.333333333,1,0.25,1,0.2,3,0.428571429,4,0.8,3,0.75,2,0.4,49,1.96
28,Student 28,5/4/16,5/4/16,1,9,999,999,999,3,2,3,1,4,2,3,2,2,2,3,2,2,1,3,1,4,2,2,1,1,1,4,2,3,2,4,2,2,2,1,1,2,1,2,1,1,4,1,1,1,3,1,4,1,3,1,2,1,2,1,3,1,2,3,2,2,1,2,2,2,2,1,1,3,1,3,3,1,1,4,4,1,1,999,1,999,1,1,1,1,999,1,999,1,1,999,999,999,1,999,1,999,999,999,999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,30.41540527,-97.79820251,-1,999,2,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,22,3,0.6,2,0.666666667,19,0.904761905,11,0.916666667,3,0.75,4,0.8,5,0.714285714,5,1,3,0.75,5,1,35,1.4
29,Student 29,5/4/16,5/4/16,1,1,15,999,999,3,1,3,1,4,1,3,1,1,1,3,4,2,1,3,1,2,2,2,1,3,1,3,3,1,1,2,1,2,1,1,1,2,1,2,2,1,2,2,1,2,3,1,4,1,3,2,2,1,2,1,2,4,4,3,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,3,3,1,1,1,1,999,999,1,1,1,999,999,999,1,1,1,1,1,999,999,1,999,999,999,999,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,33.50920105,-112.1008987,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,18,2,0.4,2,0.666666667,17,0.80952381,9,0.75,3,0.75,4,0.8,3,0.428571429,5,1,1,0.25,4,0.8,35,1.4
30,Student 30,5/4/16,5/4/16,1,1,15,999,999,2,2,3,1,4,1,3,1,4,1,3,2,2,2,3,2,2,3,2,2,2,2,3,2,3,1,3,2,2,2,1,1,2,1,2,1,1,2,2,3,2,2,2,4,1,3,1,3,1,2,1,2,2,3,2,2,4,3,4,4,2,2,2,3,3,2,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,999,1,999,1,1,1,1,999,999,999,999,1,999,999,999,4,3,4,4,3,3,3,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,4,32.22169495,-110.9264984,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,14,3,0.6,1,0.333333333,12,0.571428571,7,0.583333333,3,0.75,1,0.2,2,0.285714286,3,0.6,1,0.25,3,0.6,39,1.56
31,Student 31,5/4/16,5/4/16,1,1,15,999,999,3,1,2,2,4,4,3,1,2,2,3,1,2,3,3,3,3,2,2,1,1,2,1,1,1,1,3,3,2,2,3,3,3,2,2,3,1,2,2,2,3,2,2,3,2,1,3,2,1,2,3,3,3,3,3,3,3,1,4,3,3,3,1,2,3,2,2,2,2,3,3,3,1,1,999,999,999,1,1,1,1,999,1,999,1,1,1,1,999,999,999,999,999,999,999,999,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,32.22169495,-110.9264984,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,11,1,0.2,1,0.333333333,9,0.428571429,4,0.333333333,2,0.5,2,0.4,0,0,2,0.4,0,0,3,0.6,53,2.12
32,Student 32,5/4/16,5/4/16,1,1,29,999,999,3,3,1,2,2,2,3,2,2,2,2,4,3,2,3,4,2,3,1,2,2,3,2,3,3,2,3,3,5,4,3,4,4,4,3,3,1,2,3,3,4,3,2,2,2,3,3,3,3,3,2,3,2,5,3,2,4,3,2,3,2,2,2,2,2,2,3,2,2,3,4,3,999,999,999,999,999,1,1,999,999,999,999,999,999,1,999,999,999,999,999,999,999,999,999,999,3,3,2,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,39.54069519,-84.22119904,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,7,2,0.4,0,0,4,0.19047619,3,0.25,1,0.25,0,0,1,0.142857143,2,0.4,1,0.25,3,0.6,71,2.84
33,Student 33,5/4/16,5/4/16,1,9,999,999,999,3,2,3,1,2,3,3,1,3,2,4,4,3,2,3,1,5,1,2,1,3,1,3,3,1,1,4,2,4,2,4,2,2,1,2,1,1,3,3,2,3,3,1,4,1,3,1,3,3,2,4,3,4,5,4,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1,1,1,1,1,1,1,1,999,1,1,999,1,1,999,1,999,999,1,1,999,999,999,999,4,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,30.23120117,-97.71700287,-1,999,2,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,13,3,0.6,2,0.666666667,12,0.571428571,7,0.583333333,4,1,1,0.2,2,0.285714286,3,0.6,0,0,4,0.8,47,1.88
34,Student 34,5/4/16,5/4/16,1,1,15,999,999,5,1,2,2,4,1,3,1,3,3,4,2,2,2,3,3,4,2,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,2,2,4,2,3,1,4,1,3,1,2,2,2,1,2,4,4,3,3,2,1,2,2,2,2,1,1,3,2,2,2,2,2,3,3,1,999,1,999,1,1,1,1,1,1,999,999,1,1,1,999,1,999,999,1,999,999,999,999,2,2,3,2,2,2,2,3,3,2,3,4,4,3,4,4,4,4,4,5,4,3,4,32.22169495,-110.9264984,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,16,2,0.4,1,0.333333333,15,0.714285714,10,0.833333333,3,0.75,2,0.4,1,0.142857143,4,0.8,0,0,4,0.8,39,1.56
35,Student 35,5/4/16,5/4/16,1,1,20,999,999,3,2,3,2,4,2,3,2,3,2,3,2,2,2,3,2,2,2,2,2,1,2,4,2,3,2,1,2,2,2,1,2,2,2,2,2,1,4,2,1,2,3,2,4,2,4,4,2,2,2,2,3,4,2,4,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,3,1,1,1,999,999,1,1,1,999,1,999,999,1,1,999,1,999,999,999,999,999,999,999,999,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,32.25410461,-110.8785019,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,20,4,0.8,2,0.666666667,17,0.80952381,9,0.75,3,0.75,4,0.8,6,0.857142857,5,1,4,1,3,0.6,52,2.08
36,Student 36,5/4/16,5/4/16,1,1,29,999,999,3,1,3,1,4,1,3,1,2,4,3,4,2,1,3,1,3,4,2,1,3,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,4,999,3,1,4,1,1,1,2,1,2,1,3,1,3,2,3,4,1,2,2,2,1,1,1,3,1,2,2,2,2,4,3,999,999,1,999,1,1,1,999,1,1,1,999,1,1,999,999,999,999,999,999,999,999,999,999,5,4,4,4,4,3,3,2,1,4,1,3,3,3,3,4,4,4,3,3,4,4,5,51,9,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,17,2,0.4,2,0.666666667,15,0.714285714,8,0.666666667,3,0.75,3,0.6,2,0.285714286,5,1,0,0,3,0.6,999,1.375
37,Student 37,5/4/16,5/4/16,1,1,29,999,999,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,3,4,4,4,1,4,1,4,1,4,1,4,1,1,4,1,4,1,4,1,4,1,4,1,4,1,4,5,1,5,3,2,4,4,3,3,1,1,1,2,3,2,3,3,3,3,4,4,999,999,999,999,999,999,999,999,999,999,999,1,999,999,999,999,999,999,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,32.8585968,-83.67510223,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0.2,0,0,2,0.095238095,1,0.083333333,0,0,1,0.2,2,0.285714286,1,0.2,2,0.5,0,0,100,4
38,Student 38,5/3/16,5/3/16,1,1,15,999,999,3,3,2,2,2,2,3,4,2,2,3,3,2,2,3,3,1,2,2,3,3,3,3,2,2,2,3,3,3,3,2,4,2,3,2,2,1,2,2,2,2,3,2,3,2,5,3,2,4,3,3,3,2,5,3,2,3,2,3,3,2,2,1,2,2,2,2,2,2,2,4,3,1,1,1,999,999,1,1,1,1,1,999,999,1,1,999,1,1,1,999,999,999,999,999,999,4,2,3,3,2,4,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,32.22169495,-110.9264984,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,11,1,0.2,2,0.666666667,9,0.428571429,4,0.333333333,1,0.25,2,0.4,2,0.285714286,2,0.4,0,0,2,0.4,66,2.64
39,Student 39,5/3/16,5/3/16,1,1,29,999,999,1,3,3,1,4,3,4,1,1,1,4,1,2,1,3,1,2,4,2,1,3,3,3,3,3,3,2,2,1,3,2,3,1,1,3,1,1,3,1,4,1,3,1,4,1,4,1,2,1,2,1,4,1,1,2,2,1,1,4,4,2,2,2,2,2,1,3,3,3,3,2,2,999,999,999,999,999,999,999,999,999,999,999,1,999,999,999,999,999,999,999,999,999,999,999,1,3,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,32.45799255,-111.2974014,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,12,3,0.6,2,0.666666667,11,0.523809524,5,0.416666667,3,0.75,3,0.6,2,0.285714286,2,0.4,1,0.25,2,0.4,43,1.72
40,Student 40,5/3/16,5/3/16,1,1,29,999,999,2,2,2,3,2,3,3,3,3,4,2,4,3,2,3,2,3,4,3,3,3,4,2,3,2,4,5,4,3,4,1,3,2,4,2,3,1,4,1,2,2,4,1,4,1,2,4,2,4,3,2,4,3,3,2,3,3,3,3,3,3,2,1,2,4,4,2,1,2,4,2,4,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,999,999,999,999,999,999,999,999,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,5,31.59179688,-110.1718979,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,9,1,0.2,1,0.333333333,8,0.380952381,4,0.333333333,1,0.25,3,0.6,3,0.428571429,2,0.4,1,0.25,1,0.2,74,2.96
41,Student 41,5/3/16,5/3/16,1,1,29,999,999,3,1,3,1,4,1,3,1,2,2,3,2,2,1,3,1,1,1,2,1,3,1,4,2,1,1,4,1,2,1,1,1,2,1,2,1,1,1,1,1,1,3,1,4,1,3,1,2,1,2,1,1,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,999,999,999,999,999,1,1,999,1,1,999,999,999,1,999,999,999,999,999,999,999,999,999,999,4,4,4,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,32.24760437,-110.9499969,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,20,2,0.4,3,1,18,0.857142857,10,0.833333333,3,0.75,4,0.8,4,0.571428571,5,1,1,0.25,4,0.8,28,1.12
42,Student 42,5/3/16,5/3/16,1,9,999,999,999,1,2,3,1,4,1,3,2,4,2,3,3,2,1,3,1,1,4,2,1,3,2,4,3,1,2,3,4,2,4,3,4,4,3,2,2,1,3,2,4,3,3,2,4,1,1,2,2,1,2,1,2,5,4,4,999,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,999,1,1,999,1,1,1,1,1,1,1,999,999,1,999,1,1,1,1,1,999,999,999,999,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,30.15179443,-97.5904007,-1,999,2,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,14,2,0.4,3,1,13,0.619047619,7,0.583333333,3,0.75,3,0.6,2,0.285714286,3,0.6,0,0,2,0.4,54,2.16
43,Student 43,5/3/16,5/3/16,1,1,20,999,999,3,1,3,1,4,1,3,1,2,2,4,1,2,1,3,1,4,1,2,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,3,1,1,4,999,1,1,3,1,4,1,3,1,2,1,2,1,2,3,2,4,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,1,3,1,1,999,1,999,1,999,1,999,999,999,999,1,1,999,1,999,1,999,999,999,999,999,999,5,2,3,5,5,5,5,2,5,5,5,3,3,3,3,3,3,3,3,3,3,3,5,32.331604,-110.9849014,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,24,5,1,3,1,20,0.952380952,12,1,4,1,5,1,7,1,5,1,4,1,5,1,999,1.041666667
44,Student 44,5/3/16,5/3/16,1,1,16,999,999,2,2,2,3,2,1,3,1,4,3,3,4,2,2,1,1,5,2,2,2,2,3,1,1,2,2,1,1,3,3,1,1,2,2,2,2,1,2,1,2,2,4,4,2,3,2,4,2,2,4,2,4,1,5,2,1,4,4,4,4,4,3,2,2,1,2,2,1,2,3,1,1,1,1,1,999,999,999,999,999,999,999,999,999,999,999,1,999,999,999,999,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,4,32.22169495,-110.9264984,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,8,2,0.4,1,0.333333333,6,0.285714286,4,0.333333333,1,0.25,1,0.2,2,0.285714286,1,0.2,1,0.25,0,0,54,2.16
45,Student 45,5/3/16,5/3/16,1,1,12,999,999,3,1,3,1,4,1,3,1,2,2,3,1,2,2,1,2,4,2,2,1,3,2,1,2,3,2,1,2,3,2,3,2,2,2,1,2,1,4,2,1,1,2,2,1,2,4,2,2,2,2,2,2,4,5,3,3,2,1,2,3,1,1,1,2,2,1,2,3,2,2,4,3,999,999,999,999,999,999,999,999,999,999,999,1,999,999,999,999,999,999,999,999,999,999,999,1,5,4,4,4,4,4,4,4,5,5,4,3,3,3,3,3,3,3,3,3,3,3,4,32.22169495,-110.9264984,-1,999,999,999,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,16,4,0.8,2,0.666666667,12,0.571428571,6,0.5,3,0.75,5,1,6,0.857142857,1,0.2,4,1,3,0.6,43,1.72
46,Student 46,5/3/16,5/3/16,1,15,999,999,999,3,1,1,1,4,1,3,1,2,1,1,1,2,1,3,1,3,1,2,1,3,1,1,1,3,1,1,1,2,1,1,1,2,1,2,1,1,4,1,1,1,3,1,4,1,3,1,2,1,2,1,1,5,5,4,4,4,1,1,2,1,1,1,1,1,3,4,4,4,4,2,4,1,1,1,1,999,1,1,1,1,1,1,999,1,1,1,1,999,1,999,1,999,999,999,999,5,5,5,5,4,5,5,5,4,5,5,3,3,3,3,3,3,3,3,3,3,3,2,40.10949707,-88.21230316,-1,999,999,2,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,21,3,0.6,2,0.666666667,17,0.80952381,8,0.666666667,2,0.5,5,1,6,0.857142857,5,1,4,1,4,0.8,25,1
